 branch       t        N        S       dN/dS    dN       dS        N*dN   S*dS
1823..1824     0.008    420.6    164.4   0.0968   0.0008   0.0080    0.3    1.3
1824..240     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1824..597     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1823..1825     0.003    420.6    164.4   0.0968   0.0003   0.0027    0.1    0.4
1825..230     0.003    420.6    164.4   0.0968   0.0003   0.0027    0.1    0.4
1825..1826     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1826..646     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1826..700     0.003    420.6    164.4   0.0968   0.0003   0.0027    0.1    0.4
1778..1827     0.035    420.6    164.4   0.0968   0.0032   0.0335    1.4    5.5
1827..1828     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1828..711     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1828..783     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1827..1829     0.003    420.6    164.4   0.0968   0.0003   0.0027    0.1    0.4
1829..541     0.003    420.6    164.4   0.0968   0.0003   0.0027    0.1    0.4
1829..1830     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1830..316     0.003    420.6    164.4   0.0968   0.0003   0.0027    0.1    0.4
1830..601     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1761..1831     0.017    420.6    164.4   0.0968   0.0016   0.0163    0.7    2.7
1831..1832     0.009    420.6    164.4   0.0968   0.0008   0.0084    0.3    1.4
1832..169     0.018    420.6    164.4   0.0968   0.0016   0.0167    0.7    2.7
1832..1833     0.005    420.6    164.4   0.0968   0.0005   0.0052    0.2    0.9
1833..531     0.026    420.6    164.4   0.0968   0.0024   0.0245    1.0    4.0
1833..1834     0.003    420.6    164.4   0.0968   0.0003   0.0033    0.1    0.5
1834..501     0.006    420.6    164.4   0.0968   0.0006   0.0057    0.2    0.9
1834..1835     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1835..1836     0.003    420.6    164.4   0.0968   0.0003   0.0029    0.1    0.5
1836..308     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1836..106     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1835..951     0.011    420.6    164.4   0.0968   0.0010   0.0102    0.4    1.7
1831..1837     0.006    420.6    164.4   0.0968   0.0005   0.0055    0.2    0.9
1837..1838     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1838..1839     0.003    420.6    164.4   0.0968   0.0003   0.0027    0.1    0.4
1839..1840     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1840..242     0.009    420.6    164.4   0.0968   0.0008   0.0083    0.3    1.4
1840..405     0.003    420.6    164.4   0.0968   0.0003   0.0027    0.1    0.4
1839..1841     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1841..594     0.017    420.6    164.4   0.0968   0.0016   0.0164    0.7    2.7
1841..1842     0.006    420.6    164.4   0.0968   0.0005   0.0054    0.2    0.9
1842..1843     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1843..666     0.008    420.6    164.4   0.0968   0.0008   0.0081    0.3    1.3
1843..858     0.006    420.6    164.4   0.0968   0.0005   0.0054    0.2    0.9
1842..1844     0.003    420.6    164.4   0.0968   0.0003   0.0027    0.1    0.4
1844..1845     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1845..146     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1845..1846     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1846..748     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1846..134     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1844..403     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1838..9       0.011    420.6    164.4   0.0968   0.0010   0.0108    0.4    1.8
1837..1847     0.003    420.6    164.4   0.0968   0.0003   0.0027    0.1    0.4
1847..1848     0.009    420.6    164.4   0.0968   0.0008   0.0082    0.3    1.3
1848..222     0.003    420.6    164.4   0.0968   0.0003   0.0026    0.1    0.4
1848..630     0.003    420.6    164.4   0.0968   0.0003   0.0027    0.1    0.5
1847..1849     0.003    420.6    164.4   0.0968   0.0002   0.0026    0.1    0.4
1849..1850     0.012    420.6    164.4   0.0968   0.0011   0.0111    0.5    1.8
1850..578     0.003    420.6    164.4   0.0968   0.0003   0.0027    0.1    0.4
1850..187     0.006    420.6    164.4   0.0968   0.0005   0.0054    0.2    0.9
1849..1851     0.006    420.6    164.4   0.0968   0.0005   0.0054    0.2    0.9
1851..1852     0.005    420.6    164.4   0.0968   0.0005   0.0047    0.2    0.8
1852..931     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1852..480     0.005    420.6    164.4   0.0968   0.0005   0.0047    0.2    0.8
1851..1853     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1853..1854     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1854..22      0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1854..18      0.009    420.6    164.4   0.0968   0.0008   0.0082    0.3    1.4
1853..1855     0.014    420.6    164.4   0.0968   0.0013   0.0137    0.6    2.2
1855..1856     0.003    420.6    164.4   0.0968   0.0003   0.0027    0.1    0.4
1856..137     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1856..494     0.006    420.6    164.4   0.0968   0.0006   0.0059    0.2    1.0
1855..1857     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1857..281     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1857..1858     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1858..670     0.003    420.6    164.4   0.0968   0.0003   0.0027    0.1    0.4
1858..517     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
 974..1859     0.003    420.6    164.4   0.0968   0.0003   0.0027    0.1    0.4
1859..1860     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1860..1861     0.009    420.6    164.4   0.0968   0.0008   0.0083    0.3    1.4
1861..496     0.011    420.6    164.4   0.0968   0.0010   0.0108    0.4    1.8
1861..1862     0.006    420.6    164.4   0.0968   0.0005   0.0053    0.2    0.9
1862..1863     0.014    420.6    164.4   0.0968   0.0013   0.0135    0.5    2.2
1863..1864     0.003    420.6    164.4   0.0968   0.0003   0.0028    0.1    0.5
1864..1865     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1865..171     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1865..201     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1864..265     0.003    420.6    164.4   0.0968   0.0003   0.0027    0.1    0.4
1863..846     0.014    420.6    164.4   0.0968   0.0013   0.0134    0.5    2.2
1862..1866     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1866..1867     0.003    420.6    164.4   0.0968   0.0003   0.0027    0.1    0.4
1867..1868     0.006    420.6    164.4   0.0968   0.0005   0.0054    0.2    0.9
1868..953     0.003    420.6    164.4   0.0968   0.0003   0.0027    0.1    0.4
1868..538     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1867..1869     0.003    420.6    164.4   0.0968   0.0003   0.0027    0.1    0.4
1869..962     0.011    420.6    164.4   0.0968   0.0010   0.0107    0.4    1.8
1869..778     0.003    420.6    164.4   0.0968   0.0003   0.0027    0.1    0.4
1866..1870     0.003    420.6    164.4   0.0968   0.0003   0.0027    0.1    0.4
1870..564     0.003    420.6    164.4   0.0968   0.0003   0.0027    0.1    0.4
1870..1871     0.006    420.6    164.4   0.0968   0.0005   0.0055    0.2    0.9
1871..563     0.006    420.6    164.4   0.0968   0.0005   0.0053    0.2    0.9
1871..1872     0.006    420.6    164.4   0.0968   0.0005   0.0054    0.2    0.9
1872..328     0.003    420.6    164.4   0.0968   0.0003   0.0026    0.1    0.4
1872..647     0.003    420.6    164.4   0.0968   0.0003   0.0027    0.1    0.4
1860..1873     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1873..1874     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1874..1875     0.008    420.6    164.4   0.0968   0.0007   0.0077    0.3    1.3
1875..1876     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1876..1877     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1877..261     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1877..330     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1876..225     0.004    420.6    164.4   0.0968   0.0004   0.0039    0.2    0.6
1875..415     0.004    420.6    164.4   0.0968   0.0004   0.0039    0.2    0.6
1874..1878     0.008    420.6    164.4   0.0968   0.0008   0.0080    0.3    1.3
1878..377     0.009    420.6    164.4   0.0968   0.0009   0.0090    0.4    1.5
1878..1879     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1879..283     0.011    420.6    164.4   0.0968   0.0010   0.0107    0.4    1.8
1879..342     0.008    420.6    164.4   0.0968   0.0008   0.0080    0.3    1.3
1873..651     0.017    420.6    164.4   0.0968   0.0016   0.0163    0.7    2.7
1859..1880     0.003    420.6    164.4   0.0968   0.0003   0.0027    0.1    0.4
1880..1881     0.008    420.6    164.4   0.0968   0.0008   0.0081    0.3    1.3
1881..51      0.012    420.6    164.4   0.0968   0.0011   0.0111    0.5    1.8
1881..493     0.014    420.6    164.4   0.0968   0.0013   0.0136    0.6    2.2
1880..1882     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1882..1883     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1883..1884     0.023    420.6    164.4   0.0968   0.0021   0.0220    0.9    3.6
1884..1885     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1885..1886     0.003    420.6    164.4   0.0968   0.0003   0.0026    0.1    0.4
1886..689     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1886..1887     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1887..674     0.008    420.6    164.4   0.0968   0.0008   0.0080    0.3    1.3
1887..1888     0.004    420.6    164.4   0.0968   0.0004   0.0040    0.2    0.7
1888..912     0.004    420.6    164.4   0.0968   0.0004   0.0040    0.2    0.7
1888..152     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1885..776     0.014    420.6    164.4   0.0968   0.0013   0.0134    0.5    2.2
1884..6       0.009    420.6    164.4   0.0968   0.0008   0.0086    0.4    1.4
1883..1889     0.002    420.6    164.4   0.0968   0.0002   0.0016    0.1    0.3
1889..1890     0.024    420.6    164.4   0.0968   0.0022   0.0231    0.9    3.8
1890..532     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1890..818     0.003    420.6    164.4   0.0968   0.0003   0.0027    0.1    0.4
1889..823     0.024    420.6    164.4   0.0968   0.0022   0.0230    0.9    3.8
1882..1891     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1891..1892     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1892..1893     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1893..795     0.004    420.6    164.4   0.0968   0.0004   0.0038    0.2    0.6
1893..1894     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1894..391     0.021    420.6    164.4   0.0968   0.0019   0.0196    0.8    3.2
1894..1895     0.003    420.6    164.4   0.0968   0.0003   0.0027    0.1    0.4
1895..1896     0.003    420.6    164.4   0.0968   0.0002   0.0024    0.1    0.4
1896..36      0.017    420.6    164.4   0.0968   0.0016   0.0165    0.7    2.7
1896..1897     0.009    420.6    164.4   0.0968   0.0008   0.0083    0.3    1.4
1897..509     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1897..653     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1895..1898     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1898..1899     0.008    420.6    164.4   0.0968   0.0008   0.0080    0.3    1.3
1899..313     0.003    420.6    164.4   0.0968   0.0003   0.0027    0.1    0.4
1899..1900     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1900..475     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1900..835     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1898..1901     0.017    420.6    164.4   0.0968   0.0016   0.0164    0.7    2.7
1901..793     0.006    420.6    164.4   0.0968   0.0005   0.0055    0.2    0.9
1901..298     0.004    420.6    164.4   0.0968   0.0004   0.0038    0.2    0.6
1892..1902     0.008    420.6    164.4   0.0968   0.0007   0.0077    0.3    1.3
1902..712     0.004    420.6    164.4   0.0968   0.0004   0.0040    0.2    0.7
1902..75      0.008    420.6    164.4   0.0968   0.0008   0.0078    0.3    1.3
1891..1903     0.003    420.6    164.4   0.0968   0.0003   0.0027    0.1    0.4
1903..1904     0.003    420.6    164.4   0.0968   0.0003   0.0026    0.1    0.4
1904..811     0.013    420.6    164.4   0.0968   0.0012   0.0120    0.5    2.0
1904..1905     0.003    420.6    164.4   0.0968   0.0003   0.0028    0.1    0.5
1905..726     0.006    420.6    164.4   0.0968   0.0005   0.0054    0.2    0.9
1905..209     0.003    420.6    164.4   0.0968   0.0003   0.0027    0.1    0.4
1903..1906     0.015    420.6    164.4   0.0968   0.0013   0.0138    0.6    2.3
1906..206     0.006    420.6    164.4   0.0968   0.0005   0.0055    0.2    0.9
1906..351     0.006    420.6    164.4   0.0968   0.0005   0.0053    0.2    0.9
 973..1907     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1907..1908     0.003    420.6    164.4   0.0968   0.0003   0.0027    0.1    0.4
1908..1909     0.008    420.6    164.4   0.0968   0.0008   0.0081    0.3    1.3
1909..193     0.003    420.6    164.4   0.0968   0.0003   0.0027    0.1    0.4
1909..1910     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1910..432     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1910..1911     0.003    420.6    164.4   0.0968   0.0003   0.0026    0.1    0.4
1911..269     0.009    420.6    164.4   0.0968   0.0008   0.0082    0.3    1.3
1911..923     0.006    420.6    164.4   0.0968   0.0005   0.0054    0.2    0.9
1908..1912     0.003    420.6    164.4   0.0968   0.0003   0.0027    0.1    0.4
1912..1913     0.003    420.6    164.4   0.0968   0.0003   0.0027    0.1    0.4
1913..1914     0.003    420.6    164.4   0.0968   0.0003   0.0026    0.1    0.4
1914..1915     0.011    420.6    164.4   0.0968   0.0011   0.0109    0.4    1.8
1915..699     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1915..223     0.011    420.6    164.4   0.0968   0.0010   0.0108    0.4    1.8
1914..54      0.006    420.6    164.4   0.0968   0.0005   0.0054    0.2    0.9
1913..1916     0.003    420.6    164.4   0.0968   0.0002   0.0026    0.1    0.4
1916..293     0.011    420.6    164.4   0.0968   0.0011   0.0109    0.4    1.8
1916..1917     0.006    420.6    164.4   0.0968   0.0005   0.0056    0.2    0.9
1917..205     0.011    420.6    164.4   0.0968   0.0011   0.0109    0.4    1.8
1917..1918     0.006    420.6    164.4   0.0968   0.0005   0.0054    0.2    0.9
1918..868     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1918..665     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1912..1919     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1919..1920     0.003    420.6    164.4   0.0968   0.0002   0.0024    0.1    0.4
1920..1921     0.015    420.6    164.4   0.0968   0.0014   0.0140    0.6    2.3
1921..299     0.015    420.6    164.4   0.0968   0.0013   0.0138    0.6    2.3
1921..148     0.014    420.6    164.4   0.0968   0.0013   0.0136    0.6    2.2
1920..1922     0.015    420.6    164.4   0.0968   0.0013   0.0139    0.6    2.3
1922..944     0.011    420.6    164.4   0.0968   0.0010   0.0108    0.4    1.8
1922..61      0.014    420.6    164.4   0.0968   0.0013   0.0137    0.6    2.3
1919..830     0.029    420.6    164.4   0.0968   0.0026   0.0273    1.1    4.5
1907..112     0.020    420.6    164.4   0.0968   0.0019   0.0193    0.8    3.2
 963..1       0.003    420.6    164.4   0.0968   0.0003   0.0027    0.1    0.4
